Kanji,On_Reading,Kun_Reading,Meaning,Examples,Components,Koohii_Story_1,Koohii_Story_2,Seen,Update_Date
更,コウ,さら/ふ・かす/ふ・ける,to change; alternately; by turns; to pass; futhermore,変更 (へんこう) change; alteration<br>更に (さらに) furthermore; moreover,一: one; one radical (no.1) 日: day; sun; Japan; counter for days 乂: mow; cut grass; subdue,At nightbreak (#30) the sun rises above the floor/ so it is logical that when it is growing late/ the sun would rise to the ceiling. Time to pack up your things and take your belongings under your arm.,It´s starting to GROW LATE/ so God will take the SUN/ and TUCK IT UNDER HIS ARM/ and walk away. In the morning/ he´ll bring it back/ so don´t worry.,,
替,タイ,か・える/か・わる,exchange; substitute,両替 (りょうがえ) money exchange<br>替える (かえる) to replace; to exchange; to substitute<br>取り替える (とりかえる) to exchange; to replace,夫: husband; man 夫: husband; man 日: day; sun; Japan; counter for days,A show like 'Trading Spouses' called 'exchanging husbands' where 2 husbands are exchanged for a day (thanks dingomick).,Marge´s dream: to exchange Homer for another husband for just one day.,,
机,キ,つくえ,desk; table,机 (つくえ) desk,木: tree; wood 几: table; table enclosure; table or windy radical (no. 16),My wooden desk is so messy/ it looks like a strong wind blew my things all over it.,Whenever I´m alone at my computer desk/ I´m always getting wood and breaking wind.,,
杯,ハイ,さかずき,counter for cups/ glasses,～杯 (～はい) counter for cups (of liquid),木: tree; wood 不: negative; non-; bad; ugly; clumsy,The maple tree is very negative about it/ but the farmer still collects cupfuls of maple syrup from it.,A few cupfuls of sake can create a very negative situation. Like smashing into that tree...,,
松,ショウ,まつ,pine tree,松 (まつ) pine tree,木: tree; wood 公: public; prince; official; governmental,Following up with the 'entering public restrooms' story for the right-hand primitive: public restrooms always reek of pine tree scented disinfectant.,A pine tree is a public tree: they are frequently planted in public squares/ in commemoration of the respect Conficius held for them.,,
汗,カン,あせ,sweat,汗 (あせ) sweat; perspiration; condensation,水: water 干: dry; parch,The way sweat is supposed to work: it gets your skin wet/ and then as it evaporates/dries/ it cools you off.,When you sweat your clothes become soaked with water/ prompting you to hang them to dry on a clothesline.,,
汚,オ,きたな・い/けが・す/けが・らわしい/けが・れる/よご・す/よご・れる,dirty; pollute; disgrace,汚染 (おせん) pollution; contamination<br>汚れる (よごれる) to become dirty<br>汚い (きたない) dirty; unclean | disordered; messy,水: water 二: two; two radical (no.2),A hunter Washes/ with WATER/ his TWO SNAREs/ because they are dirty.,Washing your dirty snare in water/ the extra line represents the water level as you submerge the snare.,,
泊,ハク,と・まる/と・める,overnight stay,宿泊 (しゅくはく) lodging<br>泊まる (とまる) to stay at (e.g. hotel),水: water 白: white,Please supply a guest who stays overnight with WATER and WHITE sheets.,When I go to an OVERNIGHT party/ all I need is a bit of water and some of that hard white. (crack). (not really/ but come on. much easier to recall than white sheets).,,
津,シン,つ,harbor; soak; spill; soup; bodily fluid,津波 (つなみ) tidal wave,水: water 聿: brush; finally; self; relate; follow; here; fast; writing brush radical (no. 129),A brush laying in dirty water is a haven for bacteria.,The haven for a BRUSH is in WATER.. Otherwise they get dry and withered and cant be used?!,,
涙,ルイ,なみだ,tears,涙 (なみだ) tears,水: water 戻: re-; return; revert; resume; restore; go backwards,I see the story of Hachiko: the faithfull dog who still waited for his master to return long after he had died. Brings a tear to the eye.,Tears are watery (water + re).,,
燃,ネン,も・える/も・す/も・やす,blaze; burn; glow,燃える (もえる) to burn,火: fire 然: sort of thing; so; if so; in that case; well,Any sort of thing can burn in the fire.,Somebody from PETA is really angry that they sell dog meat in China/ so they´ve gone to burn down the whole cart (my mnemonic for 'sort of thing' was seeing strips of dog flesh roasting/ and saying 'well/ that´s just the sort of thing they do here in China).,,
猫,ビョウ,ねこ,cat,猫 (ねこ) cat,犬: dog 苗: seedling; sapling; shoot,The cat hid in the FLOWERS of the FIELD from the WILD DOGs.,Dawgs always wanna put their seedlings in pussies.,,
異,イ,こと,different; uncommon,異なる (ことなる) to differ<br>異常 (いじょう) abnormality; strangeness,田: rice field; rice paddy 共: together; both; neither; all; and; alike; with,Brains together with beauty is an uncommon combination.,It´s uncommon to find a pair of together twins who are connected at the brain! When such a set does turn up/ they are inevitably showcased on TV.,,
皆,カイ,みな,all; everything; everyone,皆 (みんな/みな) everyone; everybody<br>皆 (みんな/みな) all; everyone<br>皆さん (みなさん) all; everyone,比: compare; race; ratio; Philipines 日: day; sun; Japan; counter for days,If you compare colors/ you will find that white is produced from the mix of all the others.,Sometimes/ Dr. Heisig´s keyword choices are really quite bizarre. This doesn´t mean all/ it means everyone!! Picture two ku klux klansmen comparing whose skin is whiter...finally/ they agree that everyone there is white.,,
盗,トウ,ぬす・む,steal,強盗 (ごうとう) mugger; burgler<br>盗む (ぬすむ) to steal,次: next; order; sequence 皿: dish; a helping; plate,You are so poor you dont know where your next dish will come from all you know is that you will have to steal it.,The first thing to steal is the silverware; next/ the dishes.,,
突,トツ,つ・く,collide; sudden,突然 (とつぜん) abrupt; sudden; unexpected<br>衝突 (しょうとつ) collision; crash | conflict,,,,,
絡,ラク,から・まる/から・む,entwine; coil around; connect; logical thread,連絡 (れんらく) to contact; to get in touch,糸: thread 各: each; every; either,When threads become entwined/ each thread is tangled to another.,Spiderman entwines each villain in a tangled mess of spidersilk.,,
舞,ブ,まい/ま・う,dance; encourage,舞台 (ぶたい) stage (theatre)<br>お見舞い (おみまい) visiting/seeing someone who is ill,丿: katakana no radical (no. 4) 一: one; one radical (no.1) 舛: dancing radical (no. 136),The yakuza boss reclines in the oaken bathtub wearing his shades while his personal harem dances naked for him.,I learned nothingness (#1775) first because it is a very common kanji. Probably easier to think of this kanji in that context. Attractive dancers should dance wearing nothing but sunglasses.,,
薄,ハク,うす・い/うす・まる/うす・める/うす・らぐ/うす・れる,think; shallow; weak (taste/ etc.),薄い (うすい) thin | weak (taste/ etc.),艸: grass; plants; grass radical (no. 140) 溥: far and wide,A Dr. missing his needle can only use dilute flower water for medicine.,Note This character belongs to a set of characters which share the flower/water primitive such as:: dilute (#227)/ fall (#299)/ clan (#1912)/ and seaweed (#2035).... (落 薄 藩 藻) It may be helpful to create a primitive keyword for this occurrence (like seaweed or watering can) which can save a lot of time distinguishing them from characters like Sino 満 and Full 満/ where the water primitive is larger than the flower primitive.,,
街,カイ/ガイ,まち,street; town,商店街 (しょうてんがい) shopping area; shopping arcade<br>街 (まち) city; town,行: going; journey 圭: square jewel; corner; angle; edge,The boulevard of boulevards/ the Champs Elysées/ with the Arc de Triomphe covered in ivy to give the champions a heroes´ welcome.,Specifically... ivy boulevard... think hollywood & vine.,,
講,コウ,,reconcile; make peace with; learn; discuss,講演 (こうえん) lecture; speech<br>講堂 (こうどう) auditorium; lecture hall<br>講義 (こうぎ) lecture,言: say 冓: put together; inner palace,I have a funnel attached to my laptop that takes my prof´s lecture and puts the words into a text file. The bigger the funnel/ the more accurate the conversion/ so picture a bunch of laptops with large/ unwieldy funnels attached to the USB port.,Image: a professor walking around with a funnel and simply pouring his words into each students head instead of a lecture. (Primitive: FUNNEL/ who got the celery stuck in the funnel again?! You know it´s not supposed to be used for that!).,,
豆,ズ/トウ,まめ,bean,納豆 (なっとう) natto (fermented soybeans)<br>豆 (まめ) legume; bean<br>豆腐 (とうふ) tofu; bean curd; beancurd,口: mouth,If I eat BEANS/ after ONE MOUTHful I fart like some kind of HORNED ANIMAL.,I hate using primitives that are completely unrelated. Let´s call this one Mr. Bean! He´s an easy character to build stories with.,,
越,エツ,こ・える/こ・す,exceed; surpass,引っ越し (ひっこし) moving; changing residence<br>越える (こえる) to exceed; to pass<br>越す (こす) to cross over (e.g. mountain); to surpass<br>引っ越す (ひっこす) to move; to change residence,走: run 戉: warrior; arms; savage; Ainu,The person in charge of running the parade surpassed all our expectations (by just a extra drop...).,The parade of runners are all trying to SURPASS each other - and they end up running all the way to Vietnam (note that this kanji is also used for the country of Vietnam).,,
迎,ゲイ,むか・える,greet; welcome,歓迎 (かんげい) welcome; reception<br>迎え (むかえ) meeting; greeting<br>迎える (むかえる) to pickup; to greet; to receive,卬: lofty; high; raise; high-priced 辶: walk; walking; road radical variant (no. 162),Welcome home daddy! Is that box for me? You were on the road a long time! I collected all the stamps from the letters you wrote me　:-) ...,Stamp-collectors sit and wait on the road to welcome new mail arrivals.,,
